,userName,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion,year,month,Day,Hour
96,Mary Ann,IMPOSSIBLE TO CANCEL. BUYER BEWARE!,1,1,5.362.0,2024-03-22 18:54:26,"The steps to cancel your subscription will depend on your payment method. You can find instructions on our Help Center here: https://bumble.com/en/help/how-can-i-cancel-my-bumble-boost--bumble-premium-subscription. If you're unable to cancel your subscription following those steps, please reach out to bumble.com/contact.",2024-03-23 13:05:52,5.362.0,2024,3,Friday,18
97,Mick Quintana,"Listen, I would love to know the percentage of people that ACTUALLY meet on Bumble. It CAN'T be high. I am successful, in shape, attractive, no children, very funny & intelligent. In 6 months on Bumble, I have gotten 4 total matches. Either Bumble is infiltrated with BOTS, or most women on this app aren't interested in dating, but just getting dudes to join their social media apps. Bumble is Another perfect example of the modern day Narcissistic Females & how dating apps have ruined dating.",1,2,,2024-03-22 18:40:05,"We’re sorry to hear you haven’t found a meaningful connection yet. However, Bumble’s mission has always been to build a platform rooted in kindness and respect. We're sorry you didn't enjoy your experience. Our team would love the opportunity to improve it! Please message us (@BumbleSupport) on social media and we'd be happy to help.",2024-03-24 00:16:52,,2024,3,Friday,18
98,Amatam Ebuka,I enjoy it,5,0,5.362.0,2024-03-22 18:38:39,We're buzzin'! Thank you for being part of our Community. 🐝,2024-03-23 13:05:54,5.362.0,2024,3,Friday,18
99,Ami kanojiya,Worst app ever. Fake people and profiles are there .,1,1,5.362.0,2024-03-22 18:23:46,"We're so sorry about your experience with us. We absolutely do not tolerate fake profiles on Bumble and would like to look into this. Please message our Support Team on Twitter or Facebook (@BumbleSupport), so our team can look into this.",2024-03-23 13:05:58,5.362.0,2024,3,Friday,18
100,Randy Horner,It's just like all the other ones.,1,1,5.356.1,2024-03-22 17:49:45,We're sorry you didn't enjoy your experience on Bumble. Our team would love the opportunity to improve your experience in the Hive! Please message our Support Team on Twitter or Facebook (@BumbleSupport) and we'd be happy to help.,2024-03-23 13:05:57,5.356.1,2024,3,Friday,17
101,BALA MURUGAN,good,4,0,5.362.0,2024-03-22 17:46:02,We appreciate your kind words. 🙌,2024-03-23 13:05:55,5.362.0,2024,3,Friday,17
102,game 4 game pc,very bad application.. a lot of fake accounts.. and a lot of pple are shown in wrong location.. ther are not in the same country..,1,1,5.362.0,2024-03-22 17:30:02,"We're so sorry about your experience with us. We absolutely do not tolerate fake profiles on Bumble and would like to look into this. Please message our Support Team on Twitter or Facebook (@BumbleSupport), so our team can look into this.",2024-03-23 13:06:52,5.362.0,2024,3,Friday,17
103,Vaibhav sharma,sabse best,3,0,5.362.0,2024-03-22 17:27:22,,,5.362.0,2024,3,Friday,17
104,Christopher Clark,"This was a frustrating experience. The app did not work. When I tried to verify my age, it became unresponsive when I tried to take my selfie. I attempted to work with their customer support. They kept sending me unhelpful stock emails that did not address the problem. When I said they did not answer my questions, they sent me another copy of the same email. It was very rude. So overall it was so glitchy I was unable to use it at all and their customer service was rude. Very disappointed.",1,1,5.362.0,2024-03-22 17:05:12,Hi Christopher! We'd be more than happy to take a second look into your original inquiry for you. Can you please reach out to our team at @BumbleSupport on social media with a follow-up message so our team can look into this right away? We're here to help!,2024-03-24 00:13:23,5.362.0,2024,3,Friday,17
105,Walter Salazar Garita,"had pay for one month subscription, uninstall the app and installed it again and now my subscription is gone, customer service does not reply",1,1,5.362.0,2024-03-22 16:56:43,"We're sorry to hear you haven't heard back from us yet! Your message is important to us, so please rest assured we'll be replying to you shortly. We can't thank you enough for your patience. 💛",2024-03-23 16:25:52,5.362.0,2024,3,Friday,16
106,Robert Cedotal Jr,"Same as all the others, you have to pay to see who liked your profile, pay to give them compliments, pay to keep your profile standing out, I put that I'm looking for women, and 3 guys have shown in my search, same scammers on here too. And unlike what the reply person is misleading by saying, you don't have to pay to talk with people. The key to their reply is that the ones you can't talk to, are the ones that swiped right, meaning they like you too. You have to pay to talk to a match",2,1,5.362.0,2024-03-22 16:02:10,"We're sorry you didn't enjoy your experience on Bumble, Robert. Our team would love the opportunity to improve your experience in the Hive! Please message our Support Team on Twitter or Facebook (@BumbleSupport) and we'd be happy to help.",2024-03-24 00:12:23,5.362.0,2024,3,Friday,16
107,Aaron Stear,"If you decide to pay for the app, they make it difficult to cancel that payment. If you delete your method of payment, it's not enough. Somehow they keep charging you. If you delete your account, the charges keep coming. Both of these are mentioned in their FAQ, dont take my word for it! If you decide to pay, do it from Google Play, not directly within the Bumble app...**Edit:** What an insincere insulting reply from Bumble. Why even reply at that point? Just stop being underhanded with billing.",1,3,,2024-03-22 15:50:58,"Thanks for reaching out. It's possible that your subscription wasn't cancelled on time, or wasn't cancelled properly. Please reach out to us at bumble.com/contact or on Facebook or Twitter (@BumbleSupport) so we can look into this for you right away.",2024-03-23 15:02:23,,2024,3,Friday,15
108,BEN,Crappies ihohhi I ctufgggfhjnnn,1,0,5.362.0,2024-03-22 15:15:47,Hey Ben! We're sorry you didn't enjoy your experience on Bumble. Our team would love the opportunity to improve your experience in the Hive! Please message our Support Team on Twitter or Facebook (@BumbleSupport) and we'd be happy to help.,2024-03-23 22:21:53,5.362.0,2024,3,Friday,15
109,H H,"Waste of time and money. I have used this app on few occasions but the most recent one I decided to try the premium version and what a waste. This app is horrible. Regardless how much you hear about premium upgrades, don't do it.",1,1,5.362.0,2024-03-22 15:12:37,We're sorry you didn't enjoy your experience on Bumble. Our team would love the opportunity to improve your experience in the Hive! Please message our Support Team on Twitter or Facebook (@BumbleSupport) and we'd be happy to help.,2024-03-23 13:07:53,5.362.0,2024,3,Friday,15
110,Reezy Mitchell,Doesn't allow anyone to actually look for the traits in a person they want unless you pay them for it. And won't match you with people that have wanted to match with you unless you pay them. Even then expect at least one to be a bot placed to entice you to pay them in the first place,2,2,5.362.0,2024-03-22 14:43:03,"All of our core features are free to use. You don't have to pay to swipe, make matches, or send messages. We offer a few paid options to access additional features, but they're totally optional. You don't have to pay to make authentic connections in the Hive. If you have any questions, definitely reach out to our Support Team at bumble.com/contact",2024-03-23 15:01:24,5.362.0,2024,3,Friday,14
111,Durojaiye Toyin,"I love the App but the subscription is too much, at least show us who like us if it's 5 people among 10 people it will ginger our spirit to subscribe and continue conversation",4,0,5.362.0,2024-03-22 14:03:27,"All of our core features are free to use. You don't have to pay to swipe, make matches, or send messages. We offer a few paid options to access additional features, but they're totally optional. You don't have to pay to make authentic connections in the Hive. If you have any questions, definitely reach out to our Support Team at bumble.com/contact",2024-03-22 14:47:22,5.362.0,2024,3,Friday,14
112,Voracity Gaming,"In all honesty, this app is VERY mediocre. I think most basic functions are fine, with a few special exceptions. Firstly, I would like to say there is NO DARK MODE - Expect eye strain if you wanna talk to someone past 8pm. Secondly, the auto spotlight feature is a GREAT WASTE OF MONEY. I had 5 spotlights and it activated 2 of them around 5PM, and there was NO-ONE who swiped for the first 2 HOURS of spotlight. By the end, I had one new match and what seemed like a wasted 10$. Overall mid app.",3,2,5.362.0,2024-03-22 13:54:29,"This definitely doesn't sound right, and we're sorry to read about it. Please message our Support Team on Twitter or Facebook (@BumbleSupport), so our team can take a look.",2024-03-22 14:47:52,5.362.0,2024,3,Friday,13
113,Karl Gejzir,"Fake accounts, very expensive... Waste of time and effort",1,2,,2024-03-22 13:42:09,"All of our core features are free to use. You don't have to pay to swipe, make matches, or send messages. We offer a few paid options to access additional features, but they're totally optional. You don't have to pay to make authentic connections in the Hive. If you have any questions, definitely reach out to our Support Team at bumble.com/contact",2024-03-22 14:48:22,,2024,3,Friday,13
114,Justice Liberty,Can't use the advanced filters for search even though I paid for a subscription. Customer service won't fix. Wasted money. Reply to bumble: STOP LYING!,1,1,5.362.0,2024-03-22 13:01:31,We're sorry to hear you didn't get what you were looking for from our Support Team. We'd be more than happy to take a closer look at this for you. Send us a message at bumble.com/contact.,2024-03-22 15:04:24,5.362.0,2024,3,Friday,13
115,Swag,I bought a bumble premium subscription for a lot of money and just after couple of days some sex worker matched with me asked me for money and right after that my account I blocked Which means that premium subscription I bought is lost too and I never got a refund This sounds like a scam Do not ever use bumble This is a scam,1,1,5.362.0,2024-03-22 11:57:52,"Our team fully investigates all reports before taking action and moderates based solely on our Community Guidelines. We would never arbitrarily block someone from our platform. If you would like our team to review your case, message @BumbleSupport on Twitter or Facebook.",2024-03-22 15:04:28,5.362.0,2024,3,Friday,11
116,Megan Shultzaberger,"Why have I been charged $4.99, 3 times in 2 days?",1,1,5.362.0,2024-03-22 10:41:38,"Thank you for your feedback on this. We're sorry you didn't enjoy your experience on Bumble. While there are paid features, we also have free features that can be used. Our team would love the opportunity to improve your experience in the Hive! Please message our Support Team on Twitter or Facebook (@BumbleSupport); we'd be happy to help.",2024-03-22 15:05:23,5.362.0,2024,3,Friday,10
117,miz sugar,a wonderful site,5,0,5.362.0,2024-03-22 10:34:41,Thanks for your kind words. Your feedback is so valuable to our team—we love knowing that you’re enjoying your experience. 💛,2024-03-22 15:05:25,5.362.0,2024,3,Friday,10
118,Brian Colby,App sucks pay for wasting your time swiping. Not one real woman. Just a bunch of fake profiles to get your money. Don't spend it and don't waste your time. Don't respond bumble you know your app sucks you just want the money they don't investigate anything either. They keep the fakes on so you spend the money,1,2,5.361.0,2024-03-22 10:08:38,"It's 100% against our Community Guidelines for users to create fake profiles, and our moderators work around the clock to ensure that all of our users are authentically representing themselves in the Hive. If you're ever unsure about the authenticity of an account, please make an in-app report so that we can review it right away.",2024-03-22 15:05:53,5.361.0,2024,3,Friday,10
119,Gligor Bogdan Ioan,I paid for premium a few times across a year. While on premium my profile visibility drops considerably and the type of profiles I'm interested in are hidden from my stack. Access to the type of profiles I am looking for is highly censored and the whole scam revolves around a clickbait-like system. A whole month on premium- under 5 likes a week from other people (none of what I would look for). Premium ends - 50 likes in two hours. Everything here screams like these cheap scam websites online...,1,2,,2024-03-22 09:52:45,"This definitely doesn't sound right, and we're sorry to read about it. Please message our Support Team on Twitter or Facebook (@BumbleSupport), so our team can take a look.",2024-03-22 15:06:23,,2024,3,Friday,9
120,Bunny Bangash,Rubish app asking for money to usee,1,1,5.362.0,2024-03-22 09:21:58,"All of our core features are free to use. You don't have to pay to swipe, make matches, or send messages. We offer a few paid options to access additional features, but they're totally optional. You don't have to pay to make authentic connections in the Hive. If you have any questions, definitely reach out to our Support Team at bumble.com/contact",2024-03-22 15:06:53,5.362.0,2024,3,Friday,9
121,Manoj Bansode,"Actually I would give a 1/4 star... Yesterday I was near to Pune and this app was showing me results from goa/sindhudurg. And today I'm nearby Sindhudurg, and now the app is showing me results from Pune... How disgusting...🤬 P.S. I've paid membership of this app.... . . Plz don't be a fool as me...🥂🥲",1,1,5.362.0,2024-03-22 09:08:15,"This definitely doesn't sound right, and we're sorry to read about it. Please message our Support Team on Twitter or Facebook (@BumbleSupport), so our team can take a look.",2024-03-22 15:07:23,5.362.0,2024,3,Friday,9
122,Lordlin Ifeanyi,Please I will be needing a refund I didn't ask for any renewal you are supposed to ask you if I wanted a renewal before you remove money for my account without my permission is that not sealing please I need a refund,1,2,5.359.1,2024-03-22 08:30:43,"This definitely doesn't sound right, and we're sorry to read about it. Please message our Support Team on Twitter or Facebook (@BumbleSupport), so our team can take a look.",2024-03-22 15:08:23,5.359.1,2024,3,Friday,8
123,zack king,"It was not a great experience, just from my personal experience. I'll be honest. I've never really met that special someone in my life and always have wanted to. I'm not the most attractive guy out there, nor am I perfect by any stretch. But I've had this app for about 2 weeks now? Something like that and have gotten no matches.. At all. I've heard not one message from anybody, and I'm on the app almost every day for at least an hour or so, maybe more. It just depends. I've got nothing. 0/10",1,1,5.362.0,2024-03-22 08:06:14,"We're sorry to hear about your negative experience! Bumble has a huge community of members from all over the world, and has helped create countless love stories. We understand how frustrating it can be, but we urge you to keep going and not lose hope. We're here to support you on @BumbleSupport! 💛",2024-03-22 15:08:53,5.362.0,2024,3,Friday,8
124,Ankit Banerjee,Hello I've been using this app from 3 months all bumble gave me is 3 matches which i think its pretty low soo im uninstalling this app due to low match issues Review: Don't install this app it had very low match rates. Don't waste time here.,1,1,5.362.0,2024-03-22 08:01:04,"We're sorry to hear about your negative experience! Bumble has a huge community of members from all over the world, and has helped create countless love stories. We understand how frustrating it can be, but we urge you to keep going and not lose hope. We're here to support you on @BumbleSupport! 💛",2024-03-22 15:08:54,5.362.0,2024,3,Friday,8
125,Abhishek Mohan Nambiar,Fraud no 1 after subscription cancellation amount deducted for my account. They have set the mandate for 10 years without my permission. Don't use or create any profile,1,1,,2024-03-22 07:07:14,"Thanks for reaching out. It's possible that your subscription wasn't cancelled on time, or wasn't cancelled properly. Please reach out to us at bumble.com/contact or on Facebook or Twitter (@BumbleSupport) so we can look into this for you right away.",2024-03-22 15:09:52,,2024,3,Friday,7
126,dhaval patel,No one match with our your primiom edition. I will rate 1 out of 10👎,1,1,5.362.0,2024-03-22 06:45:52,"We're sorry to hear about your negative experience! Bumble has a huge community of members from all over the world, and has helped create countless love stories. We understand how frustrating it can be, but we urge you to keep going and not lose hope. We're here to support you on @BumbleSupport! 💛",2024-03-22 15:09:54,5.362.0,2024,3,Friday,6
127,Rakesh Kumar,Worst matching features... someone want to message but not possible.... Only making fool this app😡😡😡 I got 3-5 match but not able to message anyone....,1,2,,2024-03-22 06:11:46,"We're sorry to hear about your negative experience! Bumble has a huge community of members from all over the world, and has helped create countless love stories. We understand how frustrating it can be, but we urge you to keep going and not lose hope. We're here to support you on @BumbleSupport! 💛",2024-03-22 15:12:23,,2024,3,Friday,6
128,Yui Ramiscal,You'll run out of likes immediately even if you swipe left. what a joke app.,1,1,5.362.0,2024-03-22 06:00:15,"We're always working to increase the number of genuine, quality connections for our users. Part of that means encouraging more intentional swiping. We incorporated a swipe limit to help our users get the results they’re hoping for. If you're in a rush to see more users though, you're always welcome to upgrade your account to Boost or Premium.",2024-03-22 15:12:52,5.362.0,2024,3,Friday,6
129,Joe Romo,Filled with fake profiles. Bots like you when your not paying a subscription enticing you to get past the paywall to see who liked you.,1,1,5.362.0,2024-03-22 05:35:19,"It's 100% against our Community Guidelines for users to create fake profiles, and our moderators work around the clock to ensure that all of our users are authentically representing themselves in the Hive. If you're ever unsure about the authenticity of an account, please make an in-app report so that we can review it right away.",2024-03-22 15:13:22,5.362.0,2024,3,Friday,5
130,Kimberly Ramirez,The app is not good I don't recommend this once you pay for the subscription you will encounter having a trouble like the app is not working and the worst is after that your account will get banned without using .... So useless,1,1,,2024-03-22 05:27:49,"Our team fully investigates all reports before taking action and moderates based solely on our Community Guidelines. We would never arbitrarily block someone from our platform. If you would like our team to review your case, message @BumbleSupport on Twitter or Facebook.",2024-03-22 15:14:53,,2024,3,Friday,5
131,Bekka Hall,"Customer support AI gives repetitive non answers. Pictures complying with rules being removed. Data erasure requests are made way too complicated. Women only BFF section has multiple males looking for more. Nothing against guy friends, but that is not what I was using this app for or what these guys were on for and I did not wish to share my profile with them. Yet their pictures were approved .... For functionality I would give it a 2. Made 1 friend in 3 years. Facebook groups are more useful.",1,1,5.362.0,2024-03-22 05:13:20,"We're sorry to hear you haven't heard back from us yet! Your message is important to us, so please rest assured we'll be replying to you shortly. We can't thank you enough for your patience. 💛",2024-03-22 15:22:53,5.362.0,2024,3,Friday,5
132,A Google user 1,Not sure if it's working or not. Been on it now for well over a year now. For a site where women make the first move all im hearing is crickets. 🤣😂🤣,1,3,5.271.1,2024-03-22 04:59:57,"This definitely doesn't sound right, and we're sorry to read about it. Please message our Support Team on Twitter or Facebook (@BumbleSupport), so our team can take a look.",2024-03-23 15:00:53,5.271.1,2024,3,Friday,4
133,D PRAPULLARI,not matched,1,1,5.362.0,2024-03-22 04:56:29,We're sorry to hear you haven't had the best experience on Bumble. For ideas to improve your profile check out these resources (1) bumble.com/the-buzz/best-bumble-profile-photo-tips and (2) bumble.com/help/i-m-not-getting-any-matches.,2024-03-23 13:07:55,5.362.0,2024,3,Friday,4
134,Parth Choksey,Haven't got any matches since a very. long time and can't even swipe or send any compliments 😒😒,1,4,5.362.0,2024-03-22 04:53:46,We're sorry to hear you haven't had the best experience on Bumble. For ideas to improve your profile check out these resources (1) bumble.com/the-buzz/best-bumble-profile-photo-tips and (2) bumble.com/help/i-m-not-getting-any-matches.,2024-03-21 11:28:44,5.362.0,2024,3,Friday,4
135,Jalen Valentine,"Even after removing your payment information from the app they can still charge you, and you can't cancel it through the Google Play Store. They have a very deceptive way of cancelling your daily subscription. Customer support seemed pretty careless when I reached out to them for help. It almost feels like someone didn't actually read my complaint and just generated a response based on buzz words. Other than that the app works as intended.",1,1,5.362.0,2024-03-22 04:53:45,"Thanks for reaching out. It's possible that your subscription wasn't cancelled on time, or wasn't cancelled properly. Please reach out to us at bumble.com/contact or on Facebook or Twitter (@BumbleSupport) so we can look into this for you right away.",2024-03-23 15:00:23,5.362.0,2024,3,Friday,4
136,James Sposato jr,Pretty girl's on Facebook,5,0,5.359.1,2024-03-22 04:51:21,"Thanks for the 5-star review, James! If you have any suggestions or improvements, feel free to contact us at @bumblesupport on Twitter or bumble.com/contact. 💌",2024-03-23 22:21:23,5.359.1,2024,3,Friday,4
137,Moosa Khan,Dont take subscription useless i wasted my valuable money now i regret no likes no match making fool out of innocent people and now not refunding my amount,1,2,5.362.0,2024-03-22 03:40:40,"Thanks for reaching out. While our subscriptions are there to help maximize your experience, we can't promise exact results for anyone. If you’d like to talk to a Support Team Member about your profile to check everything is running as it should be, please message us here: bumble.com/contact.",2024-03-23 14:59:52,5.362.0,2024,3,Friday,3
138,Vivek Agrawal,Bugg problem,1,0,5.362.0,2024-03-22 03:39:06,"This definitely doesn't sound right, and we're sorry to read about it. Please message our Support Team on Twitter or Facebook (@BumbleSupport), so our team can take a look.",2024-03-23 13:08:23,5.362.0,2024,3,Friday,3
139,Southern Prepper,It won't let you see who likes you until you pay a subscription price.,1,2,,2024-03-22 03:21:04,You don't need to spend any money to match with admirers or notifications in your Beeline. These are people who have already swiped right on your profile and are waiting for you to swipe right on them. You can find them in your swipe deck for free.,2024-03-23 13:08:24,,2024,3,Friday,3
140,Jenn Aru,"At first it was okay to use, but when you get the premium youll get a lot of swipes and messages replies, but the app is buggy. it will just load as something went wrong its better to use the free swipes. i would like to get my refund cause it doesnt work like it should be. ive even tried to clear its cache and re install the app and it wont load still after i logged on. Google play seriously, they wont let my refund? This app Scams you right in the face then! You should remove this app!",1,1,5.362.0,2024-03-22 02:53:04,"This definitely doesn't sound right, and we're sorry to read about it. Please message our Support Team on Twitter or Facebook (@BumbleSupport), so our team can take a look.",2024-03-23 14:59:24,5.362.0,2024,3,Friday,2
141,David B,$21.99 for A WEEK! LOL. These people are insane. I see the same girls on Tinder and Badoo. We match on those sites but never on this one. How is that possible? The app is a scam and a joke. So many fake profiles. Women in the Dominican Republic wearing sweaters with pine trees behind them😂😂😂😂 . Apparently the Dominican Republic has an abundance of white women models who live here full time . 🤣.,1,3,5.362.0,2024-03-22 02:39:37,"It's 100% against our Community Guidelines for users to create fake profiles, and our moderators work around the clock to ensure that all of our users are authentically representing themselves in the Hive. If you're ever unsure about the authenticity of an account, please make an in-app report so that we can review it right away.",2024-03-23 14:59:22,5.362.0,2024,3,Friday,2
142,Jimmy (Justin),Cash grab app. Garbage,1,2,5.362.0,2024-03-22 02:22:47,"All of our core features are free to use. You don't have to pay to swipe, make matches, or send messages. We offer a few paid options to access additional features, but they're totally optional. You don't have to pay to make authentic connections in the Hive. If you have any questions, definitely reach out to our Support Team at bumble.com/contact",2024-03-23 13:12:53,5.362.0,2024,3,Friday,2
143,SCRAM,Like a bad relationship that should have ended so much earlier. Auto renewal subscription and they make it as hard as possible to unsubscribe.,1,1,5.361.0,2024-03-22 02:14:59,"The steps to cancel your subscription will depend on your payment method. You can find instructions on our Help Center here: https://bumble.com/en/help/how-can-i-cancel-my-bumble-boost--bumble-premium-subscription. If you're unable to cancel your subscription following those steps, please reach out to bumble.com/contact.",2024-03-23 13:13:53,5.361.0,2024,3,Friday,2
144,Patrick Coyle,How do I cancel this garbage,1,1,5.362.0,2024-03-22 01:56:24,"The steps to cancel your subscription will depend on your payment method. You can find instructions on our Help Center here: https://bumble.com/en/help/how-can-i-cancel-my-bumble-boost--bumble-premium-subscription. If you're unable to cancel your subscription following those steps, please reach out to bumble.com/contact.",2024-03-23 12:58:53,5.362.0,2024,3,Friday,1
145,Jimmy Zarkis,This app is trash. It keeps asking me to verify my phone number someone calls me no answer then asked me to verify my number again 15 times in a row I can't even log in to find out if this one sucks as much as it used to,1,2,5.362.0,2024-03-22 00:57:04,Oh no! Our Support Team would be more than happy to help assist you with verifying your profile. Send us a quick message at bumble.com/contact or on Facebook or Twitter (@BumbleSupport) and we'll get you up and buzzin' in no time!,2024-03-23 13:13:23,5.362.0,2024,3,Friday,0
146,ossai suzy,"App is trash got blocked for no reason wasn't told why was blocked, I did absolutely nothing and I even subscribed to it's premium and got treated this way disgusting 💔",1,1,,2024-03-22 00:17:32,"Our team fully investigates all reports before taking action and moderates based solely on our Community Guidelines. We would never arbitrarily block someone from our platform. If you would like our team to review your case, message @BumbleSupport on Twitter or Facebook.",2024-03-23 12:58:54,,2024,3,Friday,0
147,leonslights 33,Hinge is better,1,1,5.339.1,2024-03-21 23:48:16,We’re so sorry to hear you haven’t had a great experience. We’d love to learn more about what you think might make your experience on Bumble better. Please send us a message at bumble.com/contact. We're all ears. 💛,2024-03-23 12:59:53,5.339.1,2024,3,Thursday,23
148,Kimberly Ofafa,"the people there are hot. Well, some of them. I like the conversation prompts. I don't like the facts that you are limited to 25 swipes on a day.",4,0,5.362.0,2024-03-21 23:12:30,"We're always working to increase the number of genuine, quality connections for our users. Part of that means encouraging more intentional swiping. We incorporated a swipe limit to help our users get the results they’re hoping for. If you're in a rush to see more users though, you're always welcome to upgrade your account to Boost or Premium.",2024-03-23 14:56:23,5.362.0,2024,3,Thursday,23
149,Spencer Fredericks,"It's alright but comes off like a scam when you run out of ""compliments"" and you have to pay for each additional ""compliment"". Y'all should make like hinge and give renewable, but limited, ""compliments"" per day. I am. Not paying $2 each time I want to say hi to someone. Edit: what do ya know, tech support on Twitter and Facebook is absolutely silent about this issue. Like, not a word. I'm uninstalling this app. LastEdit: They admitted it's by design. This app stinks.",1,4,5.362.0,2024-03-21 22:59:59,"This definitely doesn't sound right, and we're sorry to read about it. Please message our Support Team on Twitter or Facebook (@BumbleSupport), so our team can take a look.",2024-03-23 14:53:22,5.362.0,2024,3,Thursday,22
150,Inemesit Bassey,I don't like that we have to pay for most things,3,0,5.361.0,2024-03-21 22:04:25,"Thank you for your feedback on this. We're sorry you didn't enjoy your experience on Bumble. While there are paid features, we also have free features that can be used. Our team would love the opportunity to improve your experience in the Hive! Please message our Support Team on Twitter or Facebook (@BumbleSupport); we'd be happy to help.",2024-03-23 13:14:52,5.361.0,2024,3,Thursday,22
151,T Bird,Tbh I don't rate very many apps but I do like it every person I have matched with has been authentic! The two things I wish would be able to maybe watch an ad once a day to see who likes you and some more free matches. But other than that great app 😊,4,0,,2024-03-21 21:26:10,We appreciate you sharing your feedback with us. We are always looking for ways to improve our members' experience on the app so we will make sure to pass your input along to our Product Team.,2024-03-23 14:52:52,,2024,3,Thursday,21
152,Sc,"None of these apps are great, but this is the worst of them all. Even swiping is a pain on this app because you have to move the cards too far, so they routinely don't even go away. It's like the devs tried to actively make the worst app.",1,116,5.362.0,2024-03-21 21:26:05,"This definitely doesn't sound right, and we're sorry to read about it. Please message our Support Team on Twitter or Facebook (@BumbleSupport), so our team can take a look.",2024-03-23 14:52:22,5.362.0,2024,3,Thursday,21
153,Bank Ozuru,too expensive,3,0,5.362.0,2024-03-21 20:30:32,"All of our core features are free to use. You don't have to pay to swipe, make matches, or send messages. We offer a few paid options to access additional features, but they're totally optional. You don't have to pay to make authentic connections in the Hive. If you have any questions, definitely reach out to our Support Team at bumble.com/contact",2024-03-23 13:15:23,5.362.0,2024,3,Thursday,20
154,Shubham kumar,Trash... tried premium... It just doesn't shows ur profile....tinder is better,1,1,5.359.1,2024-03-21 20:10:28,"Thanks for reaching out. While our subscriptions are there to help maximize your experience, we can't promise exact results for anyone. If you’d like to talk to a Support Team Member about your profile to check everything is running as it should be, please message us here: bumble.com/contact.",2024-03-23 14:51:23,5.359.1,2024,3,Thursday,20
155,Jay Hooi,"Seems if you don't pay, you don't ever get a match.",1,2,5.362.0,2024-03-21 20:01:04,"All of our core features are free to use. You don't have to pay to swipe, make matches, or send messages. We offer a few paid options to access additional features, but they're totally optional. You don't have to pay to make authentic connections in the Hive. If you have any questions, definitely reach out to our Support Team at bumble.com/contact",2024-03-23 12:58:23,5.362.0,2024,3,Thursday,20
156,Robert J,"Bumble is becoming more difficult to get matches. Even when using spotlights... before there was every Thursday à d sunday à game where u speeddated for one hour. There u could get some matches. Now bumble is like tinder. Expensive and useless, unfortunatly",1,2,5.362.0,2024-03-21 19:32:51,Hey Robert! We recently bid farewell to Speed Dating to make space for other new and exciting features. We really appreciate your feedback on this and will be sure to pass it on to the relevant team 💛,2024-03-21 23:01:44,5.362.0,2024,3,Thursday,19
157,shivam kashyap,not good match is not confirm,1,0,5.362.0,2024-03-21 19:11:00,Hey Shivam! We're sorry you didn't enjoy your experience on Bumble. Our team would love the opportunity to improve your experience in the Hive! Please message our Support Team on Twitter or Facebook (@BumbleSupport) and we'd be happy to help.,2024-03-21 23:02:14,5.362.0,2024,3,Thursday,19
158,Vikas U,Worst app,1,2,5.362.0,2024-03-21 19:10:17,Hey Vikas! We're sorry you didn't enjoy your experience on Bumble. Our team would love the opportunity to improve your experience in the Hive! Please message our Support Team on Twitter or Facebook (@BumbleSupport) and we'd be happy to help.,2024-03-21 23:02:16,5.362.0,2024,3,Thursday,19
159,Cassie,Too many technical issues,1,1,5.362.0,2024-03-21 19:08:48,"Hey Cassie. We're happy to look into any technical issues you may experience. Please message us at @BumbleSupport on social media with a few more details—screenshots will help too. Or, you can contact us via bumble.com/contact 🫶",2024-03-21 23:03:15,5.362.0,2024,3,Thursday,19
160,Lost Found,Dont have one yet,1,1,5.362.0,2024-03-21 19:00:24,"Thanks for the review. If you want help creating an account with Bumble, please message us at @BumbleSupport on Twitter or Facebook. You can also contact us via bumble.com/contact. We're happy to help! 🫶",2024-03-21 23:05:45,5.362.0,2024,3,Thursday,19
161,Eric Sanchez,good asf just find me a match,5,0,5.362.0,2024-03-21 18:23:02,"Thanks for the review, Eric. 🫶 For ideas to improve your profile check out these resources (1) bumble.com/the-buzz/best-bumble-profile-photo-tips and (2) bumble.com/help/i-m-not-getting-any-matches.",2024-03-21 23:06:14,5.362.0,2024,3,Thursday,18
162,Joseph,nice,5,0,5.362.0,2024-03-21 17:51:33,"We appreciate your kind words, Joseph. 🙌",2024-03-21 23:06:45,5.362.0,2024,3,Thursday,17
163,julieta pipkin,"Paguè ayer y todavìa no se activa , mandè emails pero responden de forma automática , a estas alturas ya deberìan haberlo solucionado, muy mal Bumble , para continuar , tengo que poner una estrella ,",1,0,5.362.0,2024-03-21 17:42:48,Esto no suena ideal y nos encantaría investigar lo que está pasando en tu cuenta. ¿Podrías enviarnos un mensaje a través de bumble.com/contact? ¡Estamos seguros de que en un abrir y cerrar de ojos volverás a estar en marcha!,2024-03-24 05:28:23,5.362.0,2024,3,Thursday,17
164,Ravi Brahma,nice,1,0,5.358.0,2024-03-21 17:15:25,"Thanks for sharing this feedback with us—we love that you're enjoying using the app! If you have any suggestions or improvements, feel free to contact us at @bumblesupport on Twitter or bumble.com/contact. 💌",2024-03-23 13:15:53,5.358.0,2024,3,Thursday,17
